"","pid","year","occ_change","Length.of.time.within.firm"
"725",72001,2005,"No",30.0830001831055
"726",72001,2007,"No",32.1669998168945
"727",72001,2013,"No",38.0830001831055
"728",72001,2016,"No",41.0830001831055
"729",72001,2008,"Yes",33.25
"730",72001,2004,"Yes",29.0830001831055
"731",72001,2011,"No",36.0830001831055
"732",72001,2006,"Yes",31.1669998168945
"733",72001,2001,"Yes",26.25
"734",73002,2002,"Yes",NA
"735",73002,2003,"No",20.75
"736",73002,2005,"No",22.4169998168945
"737",73002,2007,"No",24.4169998168945
"738",73002,2008,"No",25.4169998168945
"739",73002,2004,"Yes",21.4169998168945
"740",73002,2006,"No",23.4169998168945
"741",73002,2001,"Yes",18.5830001831055
"742",75203,2019,"Yes",NA
"743",75203,2002,"Yes",0.166999995708466
"744",75203,2010,"No",1.5
"745",75203,2014,"Yes",1.41700005531311
"746",75203,2012,"Yes",0.75
"747",75203,2009,"Yes",0.416999995708466
"748",75203,2015,"No",2.58299994468689
"749",75203,2017,"No",4.41699981689453
"750",75203,2003,"Yes",0.75
"751",75203,2005,"No",2.83299994468689
"752",75203,2007,"No",4.83300018310547
"753",75203,2020,"Yes",1.41700005531311
"754",75203,2013,"Yes",0.333000004291534
"755",75203,2016,"No",3.41700005531311
"756",75203,2004,"Yes",1.66700005531311
"757",75203,2011,"No",2.5
"758",75203,2006,"No",3.83299994468689
"759",75203,2001,"Yes",1.91700005531311
"760",75402,2002,"No",NA
"761",75402,2001,"Yes",23.6669998168945
"762",75404,2019,"Yes",NA
"763",75404,2010,"No",7.33300018310547
"764",75404,2012,"No",9.33300018310547
"765",75404,2009,"Yes",6.33300018310547
"766",75404,2003,"Yes",0.333000004291534
"767",75404,2005,"No",2.41700005531311
"768",75404,2007,"No",4.33300018310547
"769",75404,2020,"Yes",1.41700005531311
"770",75404,2008,"No",5.33300018310547
"771",75404,2004,"Yes",1.25
"772",75404,2011,"No",8.41699981689453
"773",75404,2006,"Yes",3.41700005531311
"774",77601,2002,"No",NA
"775",77601,2003,"No",10.9169998168945
"776",77601,2005,"No",13
"777",77601,2007,"No",15.0830001831055
"778",77601,2008,"No",16
"779",77601,2004,"Yes",11.9169998168945
"780",77601,2006,"No",14
"781",77601,2001,"Yes",8.83300018310547
"782",77602,2002,"No",NA
"783",77602,2009,"No",35.75
"784",77602,2003,"Yes",29.5830001831055
"785",77602,2005,"No",31.6669998168945
"786",77602,2007,"No",33.75
"787",77602,2008,"No",34.6669998168945
"788",77602,2004,"Yes",30.5830001831055
"789",77602,2006,"No",32.6669998168945
"790",77602,2001,"Yes",27.5
"791",78201,2019,"Yes",NA
"792",78201,2002,"No",11.5830001831055
"793",78201,2010,"Yes",2.16700005531311
"794",78201,2014,"No",6.41699981689453
"795",78201,2012,"Yes",4.58300018310547
"796",78201,2009,"Yes",1.25
"797",78201,2017,"No",1.66700005531311
"798",78201,2003,"Yes",0.5
"799",78201,2005,"No",2.58299994468689
"800",78201,2007,"Yes",1.08299994468689
"801",78201,2020,"No",4.41699981689453
"802",78201,2013,"No",5.25
"803",78201,2016,"Yes",0.666999995708466
"804",78201,2008,"Yes",0.25
"805",78201,2004,"No",1.5
"806",78201,2011,"No",3.16700005531311
"807",78201,2006,"Yes",0.166999995708466
"808",78201,2001,"No",10.5830001831055
"809",78402,2019,"No",NA
"810",78402,2002,"Yes",30
"811",78402,2010,"No",38
"812",78402,2014,"No",42
"813",78402,2012,"Yes",39.9169998168945
"814",78402,2009,"Yes",37.0830001831055
"815",78402,2015,"No",42.8330001831055
"816",78402,2017,"No",44.9169998168945
"817",78402,2003,"Yes",30.8330001831055
"818",78402,2005,"No",33
"819",78402,2007,"No",35.0830001831055
"820",78402,2013,"No",40.9169998168945
"821",78402,2016,"No",43.9169998168945
"822",78402,2008,"Yes",36.0830001831055
"823",78402,2004,"Yes",32.0830001831055
"824",78402,2011,"No",39
"825",78402,2006,"Yes",34.0830001831055
"826",78402,2001,"Yes",28.8330001831055
"827",79601,2002,"Yes",NA
"828",79601,2010,"No",30.1669998168945
"829",79601,2014,"No",34.0830001831055
"830",79601,2012,"Yes",32.0830001831055
"831",79601,2009,"Yes",29.0830001831055
"832",79601,2015,"No",35.0830001831055
"833",79601,2003,"Yes",23
"834",79601,2005,"No",25.3330001831055
"835",79601,2007,"No",27.0830001831055
"836",79601,2013,"No",33.0830001831055
"837",79601,2008,"Yes",28.0830001831055
"838",79601,2004,"Yes",24.0830001831055
"839",79601,2011,"No",31.1669998168945
"840",79601,2006,"Yes",26.0830001831055
"841",79601,2001,"Yes",21.0830001831055
"842",79602,2019,"Yes",NA
"843",79602,2002,"No",9.91699981689453
"844",79602,2010,"No",17.8330001831055
"845",79602,2012,"No",19.75
"846",79602,2009,"Yes",16.75
"847",79602,2003,"Yes",10.6669998168945
"848",79602,2005,"No",13
"849",79602,2007,"No",14.75
"850",79602,2020,"Yes",6.08300018310547
"851",79602,2016,"Yes",2.08299994468689
"852",79602,2008,"No",15.75
"853",79602,2004,"Yes",11.75
"854",79602,2011,"No",18.8330001831055
"855",79602,2006,"Yes",13.75
"856",79602,2001,"Yes",8.75
"857",81301,2003,"Yes",NA
"858",81301,2005,"No",0.666999995708466
"859",82402,2002,"No",NA
"860",82402,2010,"No",22.0830001831055
"861",82402,2014,"No",26.0830001831055
"862",82402,2012,"Yes",24.25
"863",82402,2009,"Yes",21.0830001831055
"864",82402,2015,"No",27.25
"865",82402,2017,"No",28.1669998168945
"866",82402,2003,"Yes",15
"867",82402,2005,"No",17.4169998168945
"868",82402,2007,"No",19.0830001831055
"869",82402,2013,"No",25.0830001831055
"870",82402,2008,"Yes",20.4169998168945
"871",82402,2004,"Yes",16
"872",82402,2011,"No",23.0830001831055
"873",82402,2006,"Yes",18.1669998168945
"874",82402,2001,"Yes",13.0830001831055
"875",83002,2002,"Yes",NA
"876",83002,2001,"Yes",11.8330001831055
"877",84802,2002,"Yes",NA
"878",84802,2003,"No",7.83300018310547
"879",84802,2005,"No",9.91699981689453
"880",84802,2007,"No",11.9169998168945
"881",84802,2004,"Yes",8.83300018310547
"882",84802,2006,"No",10.9169998168945
"883",84802,2001,"Yes",5.91699981689453
"884",85601,2002,"No",NA
"885",85601,2014,"Yes",7.91699981689453
"886",85601,2015,"No",8.91699981689453
"887",85601,2017,"No",10.9169998168945
"888",85601,2003,"No",12.5830001831055
"889",85601,2016,"Yes",9.91699981689453
"890",85601,2004,"No",13.5830001831055
"891",85601,2001,"Yes",10.5
"892",85602,2002,"Yes",NA
"893",85602,2009,"No",7.58300018310547
"894",85602,2003,"Yes",1.58299994468689
"895",85602,2005,"No",3.58299994468689
"896",85602,2007,"No",5.58300018310547
"897",85602,2008,"No",6.58300018310547
"898",85602,2004,"Yes",2.58299994468689
"899",85602,2006,"No",4.58300018310547
"900",86801,2019,"No",NA
"901",86801,2002,"Yes",31.5830001831055
"902",86801,2010,"No",39.5830001831055
"903",86801,2014,"No",43.6669998168945
"904",86801,2012,"Yes",41.6669998168945
"905",86801,2009,"Yes",38.6669998168945
"906",86801,2015,"No",44.6669998168945
"907",86801,2017,"No",46.6669998168945
"908",86801,2003,"Yes",32.5830001831055
"909",86801,2005,"No",34.6669998168945
"910",86801,2007,"No",36.6669998168945
"911",86801,2020,"No",49.6669998168945
"912",86801,2013,"Yes",42.5830001831055
"913",86801,2016,"No",45.6669998168945
"914",86801,2008,"Yes",37.6669998168945
"915",86801,2011,"No",40.6669998168945
"916",86801,2006,"Yes",35.6669998168945
"917",86801,2001,"Yes",30.5830001831055
"918",86802,2012,"Yes",NA
"919",86802,2004,"Yes",1
"920",86802,2001,"No",6.91699981689453
"921",87202,2010,"Yes",NA
"922",87202,2009,"Yes",3.33299994468689
"923",87202,2005,"Yes",0.0829999968409538
"924",87202,2007,"No",1.33299994468689
"925",87202,2008,"No",2.41700005531311
"926",87202,2004,"Yes",1
"927",87202,2011,"No",5.33300018310547
"928",87202,2006,"Yes",0.333000004291534
"929",87202,2001,"No",1
"930",88503,2019,"No",NA
"931",88503,2002,"Yes",3.91700005531311
"932",88503,2010,"No",11.9169998168945
"933",88503,2014,"No",15.9169998168945
"934",88503,2012,"Yes",13.9169998168945
"935",88503,2009,"Yes",10.9169998168945
"936",88503,2015,"No",16.9169998168945
"937",88503,2017,"No",18.9169998168945
"938",88503,2003,"Yes",4.91699981689453
"939",88503,2005,"No",7.16699981689453
"940",88503,2007,"No",8.91699981689453
"941",88503,2020,"No",22
"942",88503,2013,"Yes",14.9169998168945
"943",88503,2016,"No",17.9169998168945
"944",88503,2008,"Yes",9.91699981689453
"945",88503,2004,"Yes",5.91699981689453
"946",88503,2011,"No",12.9169998168945
"947",88503,2006,"Yes",7.91699981689453
"948",88503,2001,"Yes",2.83299994468689
"949",88602,2002,"Yes",NA
"950",88602,2003,"No",3.5
"951",88602,2005,"No",5.58300018310547
"952",88602,2007,"No",7.33300018310547
"953",88602,2004,"Yes",4.16699981689453
"954",88602,2001,"Yes",1.16700005531311
"955",89102,2007,"No",NA
"956",89301,2002,"No",NA
"957",89301,2003,"No",35.75
"958",89301,2005,"No",37.75
"959",89301,2004,"Yes",36.6669998168945
"960",89301,2001,"Yes",33.5
"961",89302,2010,"Yes",NA
"962",89302,2014,"Yes",0.5
"963",89302,2012,"No",5.41699981689453
"964",89302,2009,"Yes",2.5
"965",89302,2007,"Yes",0.5
"966",89302,2013,"No",6.41699981689453
"967",89302,2008,"Yes",1.5
"968",89302,2011,"No",4.5
"969",89402,2002,"No",NA
"970",89402,2009,"No",13.5830001831055
"971",89402,2003,"Yes",7.83300018310547
"972",89402,2005,"No",9.75
"973",89402,2007,"No",11.75
"974",89402,2008,"No",12.5830001831055
"975",89402,2004,"Yes",8.58300018310547
"976",89402,2006,"No",10.6669998168945
"977",89402,2001,"Yes",5.5
"978",89601,2002,"No",NA
"979",89601,2003,"No",28.6669998168945
"980",89601,2005,"No",30.75
"981",89601,2007,"No",32.4169998168945
"982",89601,2004,"Yes",29.5830001831055
"983",89601,2006,"No",31.6669998168945
"984",89601,2001,"Yes",26.4169998168945
"985",89602,2002,"Yes",NA
"986",89602,2003,"No",19
"987",89602,2005,"No",21.0830001831055
"988",89602,2004,"Yes",19.9169998168945
"989",89602,2006,"No",22
"990",89602,2001,"Yes",16.75
"991",92203,2019,"Yes",NA
"992",92203,2010,"Yes",5.5
"993",92203,2014,"Yes",1.08299994468689
"994",92203,2012,"No",7.5
"995",92203,2009,"Yes",4.58300018310547
"996",92203,2015,"Yes",2.08299994468689
"997",92203,2017,"No",4
"998",92203,2005,"Yes",0.5
"999",92203,2007,"No",2.66700005531311
"1000",92203,2020,"No",7
"1001",92203,2016,"Yes",3
"1002",92203,2008,"No",3.5
"1003",92203,2011,"No",6.5
"1004",92203,2006,"Yes",1.5
"1005",92503,2019,"No",NA
"1006",92503,2002,"No",14.3330001831055
"1007",92503,2010,"Yes",0.166999995708466
"1008",92503,2014,"No",3.16700005531311
"1009",92503,2012,"Yes",1.16700005531311
"1010",92503,2009,"No",21.3330001831055
"1011",92503,2015,"Yes",0.0829999968409538
"1012",92503,2017,"No",2.08299994468689
"1013",92503,2003,"No",15.3330001831055
"1014",92503,2005,"No",17.5830001831055
"1015",92503,2007,"No",19.4169998168945
"1016",92503,2020,"Yes",5.16699981689453
"1017",92503,2013,"Yes",2.16700005531311
"1018",92503,2016,"Yes",1
"1019",92503,2008,"No",20.5
"1020",92503,2004,"Yes",16.5
"1021",92503,2011,"Yes",0.166999995708466
"1022",92503,2006,"No",18.4169998168945
"1023",92503,2001,"Yes",13.3330001831055
"1024",93701,2002,"No",NA
"1025",93701,2001,"Yes",16.3330001831055
"1026",93702,2019,"Yes",NA
"1027",93702,2014,"Yes",3.66700005531311
"1028",93702,2012,"Yes",1.75
"1029",93702,2009,"No",3.58299994468689
"1030",93702,2015,"No",4.75
"1031",93702,2017,"No",6.66699981689453
"1032",93702,2005,"Yes",0.75
"1033",93702,2007,"No",1.5
"1034",93702,2020,"No",9.66699981689453
"1035",93702,2013,"Yes",2.66700005531311
"1036",93702,2016,"No",5.91699981689453
"1037",93702,2008,"Yes",2.5
"1038",93702,2011,"Yes",1.08299994468689
"1039",93702,2006,"Yes",0.5
"1040",93702,2001,"No",15.3330001831055
"1041",93801,2002,"No",NA
"1042",93801,2001,"Yes",18.0830001831055
"1043",99503,2019,"Yes",NA
"1044",99503,2002,"No",13
"1045",99503,2010,"No",21.0830001831055
"1046",99503,2014,"Yes",0.5
"1047",99503,2012,"No",23.0830001831055
"1048",99503,2009,"Yes",20.0830001831055
"1049",99503,2015,"Yes",1.5
"1050",99503,2017,"No",3.5
"1051",99503,2003,"No",14
"1052",99503,2005,"No",16.0830001831055
"1053",99503,2007,"No",18.0830001831055
"1054",99503,2020,"Yes",6.5
"1055",99503,2016,"Yes",2.5
"1056",99503,2008,"No",19.0830001831055
"1057",99503,2004,"Yes",15
"1058",99503,2011,"No",22.0830001831055
"1059",99503,2006,"Yes",17.0830001831055
"1060",99503,2001,"Yes",12
"1061",103301,2002,"Yes",NA
"1062",103301,2010,"No",2.58299994468689
"1063",103301,2014,"No",6.58300018310547
"1064",103301,2012,"Yes",4.75
"1065",103301,2009,"Yes",1.5
"1066",103301,2015,"No",7.75
"1067",103301,2003,"Yes",1.66700005531311
"1068",103301,2005,"No",3.75
"1069",103301,2007,"No",5.75
"1070",103301,2013,"Yes",5.5
"1071",103301,2008,"Yes",0.583000004291534
"1072",103301,2004,"No",2.66700005531311
"1073",103301,2011,"No",3.58299994468689
"1074",103301,2006,"No",4.83300018310547
"1075",104902,2019,"No",NA
"1076",104902,2002,"Yes",4.83300018310547
"1077",104902,2010,"No",13
"1078",104902,2014,"No",16.9169998168945
"1079",104902,2012,"Yes",14.9169998168945
"1080",104902,2009,"Yes",12
"1081",104902,2015,"No",18
"1082",104902,2017,"No",19.9169998168945
"1083",104902,2003,"Yes",6
"1084",104902,2005,"No",7.91699981689453
"1085",104902,2007,"No",9.91699981689453
"1086",104902,2020,"No",22.9169998168945
"1087",104902,2013,"Yes",15.9169998168945
"1088",104902,2016,"No",19
"1089",104902,2008,"Yes",11.0830001831055
"1090",104902,2004,"Yes",6.91699981689453
"1091",104902,2011,"No",14.0830001831055
"1092",104902,2006,"Yes",9
"1093",104902,2001,"Yes",3.83299994468689
"1094",108103,2002,"No",NA
"1095",108103,2017,"Yes",0.166999995708466
"1096",108103,2003,"No",22.4169998168945
"1097",108103,2005,"No",24.75
"1098",108103,2004,"Yes",23.4169998168945
"1099",108103,2011,"Yes",1.66700005531311
"1100",108103,2001,"No",20.6669998168945
"1101",108201,2002,"No",NA
"1102",108201,2010,"No",38.75
"1103",108201,2009,"Yes",37.6669998168945
"1104",108201,2003,"Yes",31.75
"1105",108201,2005,"No",33.75
"1106",108201,2007,"No",35.6669998168945
"1107",108201,2008,"No",36.75
"1108",108201,2004,"Yes",32.6669998168945
"1109",108201,2011,"No",39.75
"1110",108201,2006,"Yes",34.75
"1111",108201,2001,"Yes",29.8330001831055
"1112",108801,2002,"Yes",NA
"1113",108801,2003,"No",26.8330001831055
"1114",108801,2001,"Yes",24.8330001831055
"1115",109701,2019,"Yes",NA
"1116",109701,2002,"No",21.25
"1117",109701,2010,"No",29.25
"1118",109701,2014,"No",33.25
"1119",109701,2012,"Yes",31.25
"1120",109701,2009,"Yes",28.25
"1121",109701,2015,"Yes",0.0829999968409538
"1122",109701,2017,"No",2.08299994468689
"1123",109701,2003,"No",22.1669998168945
"1124",109701,2005,"No",24.25
"1125",109701,2007,"No",26.25
"1126",109701,2013,"No",32.25
"1127",109701,2016,"Yes",1
"1128",109701,2008,"No",27.25
"1129",109701,2004,"Yes",23.1669998168945
"1130",109701,2011,"No",30.25
"1131",109701,2006,"Yes",25.25
"1132",109701,2001,"Yes",20.3330001831055
"1133",109702,2002,"Yes",NA
"1134",109702,2010,"No",17.6669998168945
"1135",109702,2014,"No",21.6669998168945
"1136",109702,2012,"Yes",19.75
"1137",109702,2009,"Yes",16.9169998168945
"1138",109702,2015,"No",22.75
"1139",109702,2003,"Yes",10.5830001831055
"1140",109702,2005,"No",12.6669998168945
"1141",109702,2007,"No",14.6669998168945
"1142",109702,2013,"No",20.6669998168945
"1143",109702,2008,"Yes",15.6669998168945
"1144",109702,2004,"Yes",11.5830001831055
"1145",109702,2011,"No",18.6669998168945
"1146",109702,2006,"Yes",13.8330001831055
"1147",109702,2001,"Yes",8.58300018310547
"1148",110801,2002,"No",NA
"1149",110801,2009,"Yes",2.75
"1150",110801,2003,"No",40.75
"1151",110801,2005,"No",42.8330001831055
"1152",110801,2007,"Yes",0.833000004291534
"1153",110801,2008,"No",1.58299994468689
"1154",110801,2004,"No",41.75
"1155",110801,2001,"Yes",38.75
"1156",111701,2002,"Yes",NA
"1157",111701,2010,"No",12.1669998168945
"1158",111701,2014,"No",16.1669998168945
"1159",111701,2012,"Yes",14.1669998168945
"1160",111701,2009,"Yes",11.1669998168945
"1161",111701,2003,"Yes",5.08300018310547
"1162",111701,2005,"No",7.25
"1163",111701,2007,"No",9.41699981689453
"1164",111701,2008,"No",10.1669998168945
"1165",111701,2011,"No",13.1669998168945
"1166",111701,2001,"Yes",3.08299994468689
"1167",111702,2001,"No",NA
"1168",112102,2012,"Yes",NA
"1169",112801,2002,"No",NA
"1170",112801,2010,"Yes",0.166999995708466
"1171",112801,2009,"No",23.6669998168945
"1172",112801,2003,"Yes",17.6669998168945
"1173",112801,2005,"No",19.6669998168945
"1174",112801,2007,"No",21.8330001831055
"1175",112801,2008,"No",22.5830001831055
"1176",112801,2004,"Yes",18.5
"1177",112801,2006,"No",20.6669998168945
"1178",112801,2001,"Yes",15.5
"1179",115802,2002,"Yes",NA
"1180",115802,2003,"No",8.91699981689453
"1181",115802,2005,"No",11
"1182",115802,2004,"Yes",9.91699981689453
"1183",115802,2001,"Yes",6.91699981689453
"1184",115804,2019,"No",NA
"1185",115804,2002,"Yes",2.25
"1186",115804,2010,"No",10.3330001831055
"1187",115804,2014,"No",14.3330001831055
"1188",115804,2012,"Yes",12.3330001831055
"1189",115804,2009,"Yes",9.33300018310547
"1190",115804,2015,"No",15.3330001831055
"1191",115804,2017,"No",17.3330001831055
"1192",115804,2003,"Yes",3.25
"1193",115804,2005,"No",5.33300018310547
"1194",115804,2007,"No",7.33300018310547
"1195",115804,2020,"No",20.4169998168945
"1196",115804,2013,"Yes",13.3330001831055
"1197",115804,2016,"No",16.3330001831055
"1198",115804,2008,"Yes",8.33300018310547
"1199",115804,2004,"Yes",4.25
"1200",115804,2011,"No",11.3330001831055
"1201",115804,2006,"Yes",6.41699981689453
"1202",115804,2001,"Yes",1.25
"1203",116901,2019,"No",NA
"1204",116901,2002,"Yes",22.3330001831055
"1205",116901,2010,"No",30.3330001831055
"1206",116901,2014,"No",34.4169998168945
"1207",116901,2012,"Yes",32.3330001831055
"1208",116901,2009,"Yes",29.3330001831055
"1209",116901,2015,"No",35.4169998168945
"1210",116901,2017,"No",37.4169998168945
"1211",116901,2003,"Yes",23.25
"1212",116901,2005,"No",25.3330001831055
"1213",116901,2007,"No",27.3330001831055
"1214",116901,2020,"No",40.3330001831055
"1215",116901,2013,"Yes",33.3330001831055
"1216",116901,2016,"No",36.4169998168945
"1217",116901,2008,"Yes",28.3330001831055
"1218",116901,2004,"Yes",24.25
"1219",116901,2011,"No",31.3330001831055
"1220",116901,2006,"Yes",26.3330001831055
"1221",116901,2001,"Yes",21.3330001831055
"1222",116902,2019,"Yes",NA
"1223",116902,2015,"No",2.75
"1224",116902,2017,"No",4.75
"1225",116902,2003,"No",7.83300018310547
"1226",116902,2020,"Yes",1.91700005531311
"1227",116902,2013,"Yes",0.666999995708466
"1228",116902,2016,"No",3.75
"1229",116902,2001,"No",5.91699981689453
"1230",118502,2002,"Yes",NA
"1231",118502,2010,"No",11.25
"1232",118502,2014,"No",15.4169998168945
"1233",118502,2012,"Yes",13.3330001831055
"1234",118502,2015,"No",16.4169998168945
"1235",118502,2003,"Yes",4.33300018310547
"1236",118502,2005,"No",6.25
"1237",118502,2007,"No",8.33300018310547
"1238",118502,2013,"No",14.25
"1239",118502,2008,"Yes",9.25
"1240",118502,2004,"Yes",5.16699981689453
"1241",118502,2011,"No",12.4169998168945
"1242",118502,2006,"Yes",7.25
"1243",118502,2001,"Yes",2.25
"1244",122604,2019,"No",NA
"1245",122604,2002,"Yes",1.5
"1246",122604,2010,"No",9.58300018310547
"1247",122604,2014,"No",13.4169998168945
"1248",122604,2012,"Yes",11.4169998168945
"1249",122604,2009,"Yes",8.5
"1250",122604,2015,"No",14.5
"1251",122604,2017,"No",16.5
"1252",122604,2003,"Yes",2.5
"1253",122604,2005,"No",4.41699981689453
"1254",122604,2007,"No",6.58300018310547
"1255",122604,2020,"No",19.5830001831055
"1256",122604,2013,"Yes",12.5
"1257",122604,2016,"No",15.4169998168945
"1258",122604,2008,"Yes",7.5
"1259",122604,2004,"Yes",3.5
"1260",122604,2011,"No",10.5
"1261",122604,2006,"Yes",5.5
"1262",122604,2001,"Yes",0.416999995708466
"1263",123701,2002,"No",NA
"1264",123701,2010,"Yes",0.666999995708466
"1265",123701,2003,"No",4.33300018310547
"1266",123701,2005,"Yes",1.83299994468689
"1267",123701,2007,"No",3.91700005531311
"1268",123701,2004,"Yes",0.75
"1269",123701,2006,"No",2.83299994468689
"1270",123701,2001,"Yes",2.25
"1271",124401,2019,"No",NA
"1272",124401,2002,"Yes",40.0830001831055
"1273",124401,2010,"No",47.5830001831055
"1274",124401,2014,"No",51.8330001831055
"1275",124401,2012,"Yes",49.6669998168945
"1276",124401,2009,"Yes",46.6669998168945
"1277",124401,2015,"No",52.9169998168945
"1278",124401,2017,"No",54.75
"1279",124401,2003,"Yes",40.75
"1280",124401,2005,"No",42.9169998168945
"1281",124401,2007,"No",44.6669998168945
"1282",124401,2020,"No",57.75
"1283",124401,2013,"Yes",50.75
"1284",124401,2016,"No",53.5830001831055
"1285",124401,2008,"Yes",45.75
